id,pair_id,message,label,language,split_role,source,source_id,is_synthetic,channel,role,persona,pattern,qc_status,notes
ib_v1_000100,p_050,"Dude last train miss hui, hotel 2200 I'll pay on the hotel desk card tomorrow and split on our usual GPay. This is my number.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,stranded_friend,gold,missed train hotel
ib_v1_000101,p_051,"Bhai tyre puncture, puncture wale ka QR 700@okaxis. Andhera hai, location mat aana, sirf 700 UPI kar de is naye id pe.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,stranded_friend,gold,puncture; legit is delayed movie split not emergency
ib_v1_000102,p_051,"Bhai tyre puncture ho gaya, 700 cash tha mere paas. Kal tere UPI pe 700 movie ke liye bhej dena jo tune cover kiya tha, koi emergency nahi.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,stranded_friend,gold,puncture; legit is delayed movie split not emergency
ib_v1_000103,p_052,"Yaar wallet gir gaya bus mein. Ticket + auto 1600, conductor ke UPI 1600@ybl. Next stop pe utar raha, call mat kar bus noise.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,stranded_friend,gold,wallet left behind
ib_v1_000104,p_052,"Yaar wallet ghar reh gaya, ticket maine online ki thi. Auto 1600 ka split kal usual UPI pe. Conductor ko kuch mat bhejna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,stranded_friend,gold,wallet left behind
ib_v1_000105,p_053,"Client site pe cab cancel, 1900 prepaid UPI cab-now@oksbi reception se. Don't ping on Slack, client in the room. Phone not mine.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,stranded_friend,gold,client site cab
ib_v1_000106,p_053,"Client site cab cancel hui, 1900 company Uber business profile se book kar lo. Reception UPI nahi. Slack pe update daal diya.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,stranded_friend,gold,client site cab
ib_v1_000107,p_054,"Didi mall parking jammed, valet ne 500 extra UPI maanga 500@paytm naya. Main gate pe hun, tum aana mat traffic.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,stranded_friend,gold,valet extra
ib_v1_000108,p_054,"Didi parking 500 extra nahi dena, mall app se slot book kar. Valet personal UPI skip. Gate pe 10 min mein nikal aati hun.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,stranded_friend,gold,valet extra
ib_v1_000109,p_055,"Yaar phone dead, this tapri wale ka number. Bike petrol 650, UPI 9822011122@ybl. Highway dhaba, don't come it's unsafe, only money.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,stranded_friend,gold,petrol tapri
ib_v1_000110,p_055,Yaar petrol 650 daal diya my card se. Kal ride ke snacks ka 200 tere usual UPI pe maangunga. Tapri wale ko UPI mat karna.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,stranded_friend,gold,petrol tapri
ib_v1_000111,p_056,"Bhai bus breakdown, spare 2800 collector ke UPI spare-bus@okicici. Village network kharab, call drop hoga, sirf UPI.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,stranded_friend,gold,bus breakdown collector
ib_v1_000112,p_056,"Bhai bus late hai, spare parts 2800 company handle karegi. Collector ko personal UPI mat bhejna. Ghar late pouhchunga that's it.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,stranded_friend,gold,bus breakdown collector
ib_v1_000113,p_057,"Yaar lagage hold at cloak room 1100. Attendant QR cloak@ybl. Train 12 min, don't call I'll miss it.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,stranded_friend,gold,cloak room
ib_v1_000114,p_057,Yaar cloak room 1100 official counter pe card chalega. Attendant QR ignore. Train se pehle main manage kar lunga.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,stranded_friend,gold,cloak room
ib_v1_000115,p_058,"Airport surge, taxi 3200 on driver UPI 3200@paytm. Using his phone my battery died. Don't tell travel desk I booked personal.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,stranded_friend,gold,airport surge
ib_v1_000116,p_058,Airport taxi 3200 company preferred vendor se. Driver personal Paytm nahi. Travel desk ko mail kar diya for reimbursement.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,stranded_friend,gold,airport surge
ib_v1_000117,p_059,"Yaar ferry miss, next one 2600 private boat wale ke UPI boat@oksbi. Island pe hun, network kaat, call mat try karna.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,friend,stranded_friend,gold,holdout: ferry / private boat
ib_v1_000118,p_059,"Yaar ferry miss, next official ticket 2600 counter se. Private boat UPI mat karna. Evening wali ferry le lunga.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,friend,stranded_friend,gold,holdout: ferry / private boat
ib_v1_000119,p_060,"Bhai night bus full, agent ne 1800 UPI maanga last seat 1800@ybl. Stand ke peeche hun, tum mat aana, sirf paisa.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,brother,stranded_friend,gold,holdout: bus agent last seat
ib_v1_000120,p_060,"Bhai night bus waitlist pe hun, 1800 official window se hi. Agent UPI scam lagta hai skip. Subah wali bus bhi option hai.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,brother,stranded_friend,gold,holdout: bus agent last seat
ib_v1_000121,p_061,"Papa mummy ko mat batana. Mujhe 7000 chahiye abhi is naye UPI pe 7000@ybl. Ghar aake samjhaunga, pehle transfer kar de.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,child,secrecy,gold,HARD: both have 'don't call/tell'; legit is cake + known UPI + small amount
ib_v1_000122,p_061,"Papa mummy ke birthday cake ke liye 700 UPI kar dena mere same ID pe jo Diwali pe use kiya. Evening tak surprise, call tab mat karna jab bakery ho.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,child,secrecy,gold,HARD: both have 'don't call/tell'; legit is cake + known UPI + small amount
ib_v1_000123,p_062,"Mumma papa ko mat bolna. Phone bill + extra 4500 is dost ke UPI pe 8123000444@paytm. Shame feel ho raha, abhi bhej do baad mein baat.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,child,secrecy,gold,HARD: secrecy; amount scale + known vs friend UPI
ib_v1_000124,p_062,"Mumma papa ko surprise gift 450 ka socha, tere known UPI pe 450 bhej dena I'll repay from pocket money Friday. Koi extra bill nahi hai.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,child,secrecy,gold,HARD: secrecy; amount scale + known vs friend UPI
ib_v1_000125,p_063,"Bhai ghar walon ko mat batana, 9000 chahiye is naye number ke UPI pe. Court wali cheez nahi hai, bas jaldi kar de.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,secrecy,gold,secrecy word appears on both; payee + amount + court cue on scam
ib_v1_000126,p_063,"Bhai ghar pe surprise dinner plan hai, 900 groceries mere usual UPI pe bhej dena. Court kuch nahi, normal weekend.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,secrecy,gold,secrecy word appears on both; payee + amount + court cue on scam
ib_v1_000127,p_064,"Didi mummy ko mat batana, makeup course 5500 aaj lock. Sir ke personal UPI course-lock@okicici. Fail ho jaungi warna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,secrecy,gold,course lock vs small amazon kit
ib_v1_000128,p_064,"Didi makeup kit 550 ka order Amazon pe hai, tere saved card se mat katna I'll use mine. Mummy ko surprise dena hai Sunday, koi course lock nahi.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,secrecy,gold,course lock vs small amazon kit
ib_v1_000129,p_065,"Yaar group mein mat likhna. 4000 chahiye is temp UPI 4000@ybl, family issue. Call recording ho sakti hai isliye sirf UPI.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,secrecy,gold,group secrecy vs spoiler; 4000 vs 400
ib_v1_000130,p_065,"Yaar group mein spoil mat karna movie plan. Snacks 400 mere usual UPI pe split later. Family issue nahi, just spoiler alert.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,secrecy,gold,group secrecy vs spoiler; 4000 vs 400
ib_v1_000131,p_066,"Papa yeh baat mummy se mat share karna. Bike down payment 12000 friend ke UPI pe aaj. Dealer wait nahi karega, call mat karna unko.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,child,secrecy,gold,bike down payment channel
ib_v1_000132,p_066,"Papa bike research kar raha hun, 12000 down payment ke liye savings use karunga. Friend ke UPI pe dealer payment mat karna, showroom se hi.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,child,secrecy,gold,bike down payment channel
ib_v1_000133,p_067,Don't tell Rohit. I need 2500 on this new UPI 2500@paytm for a private thing. Delete this chat after sending.,IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,secrecy,gold,HARD English-heavy; delete-chat cue on scam only
ib_v1_000134,p_067,"Don't tell Rohit about the gift. 250 for wrapping, send on my old GPay when you can. No new UPI, chat rakh bhi sakte ho.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,secrecy,gold,HARD English-heavy; delete-chat cue on scam only
ib_v1_000135,p_068,Bhai papa ko mat batana loan wali baat. 8000 is UPI pe 8800880088@ybl abhi. Collection wale ghar aa sakte hain.,IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,secrecy,gold,loan collection scare vs small gift
ib_v1_000136,p_068,"Bhai papa ko surprise tools gift 800 ka, mere regular UPI pe bhej dena. Loan collection kuch nahi, normal Amazon order.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,secrecy,gold,loan collection scare vs small gift
ib_v1_000137,p_069,"Didi in-laws ko mat batana. 6500 medical test private lab UPI lab-secret@oksbi. Family drama ho jayega warna, sirf paisa bhej.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,secrecy,gold,private lab secrecy
ib_v1_000138,p_069,Didi routine test 650 lab ke official desk pe. In-laws ko batane ki koi secret medical UPI nahi. Report group mein aa jayegi.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,secrecy,gold,private lab secrecy
ib_v1_000139,p_070,Mumma school wali aunty ko mat bolna. Fine 3200 principal ke personal UPI 3200@ybl. Name board pe lagega warna.,IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,child,secrecy,gold,holdout HARD: school shame + principal UPI
ib_v1_000140,p_070,"Mumma school fine 320 circular ke according accounts se. Principal personal UPI nahi hota. Aunty ko normal baat kar lena, koi board nahi.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,child,secrecy,gold,holdout HARD: school shame + principal UPI
ib_v1_000141,p_071,"Yaar office group mat tag karna. 5100 chahiye naye UPI pe 5100@okicici, HR wali complaint. Delete after pay.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,friend,secrecy,gold,holdout: HR scare vs birthday cake
ib_v1_000142,p_071,Yaar office group mein birthday spoil mat karna. Cake 510 mere old UPI pe later. HR complaint kuch nahi.,LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,friend,secrecy,gold,holdout: HR scare vs birthday cake
ib_v1_000143,p_072,"Papa yeh chat screenshot mat lena. 10000 is temp UPI pe tuition wale ne private maanga. Unko call mat karna, deal secret hai.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,child,secrecy,gold,holdout: secret tuition vs listed account
ib_v1_000144,p_072,"Papa tuition 10000 institute ke listed account pe jaise last quarter. Private temp UPI pe mat dena, screenshot rakhna receipt ke liye theek hai.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,child,secrecy,gold,holdout: secret tuition vs listed account
ib_v1_000145,p_073,"Bhai neighbour ka phone use kar raha hun, mera drown. 5000 bhej do 9876543210@paytm, kal return. Please yaar, unko call mat karna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,borrowed_phone,gold,classic borrowed phone vs WhatsApp web
ib_v1_000146,p_073,"Bhai charger nahi hai isliye WhatsApp web se. Kal office mein 500 jo udhaar liya tha cash de dunga, UPI ki zarurat nahi. Neighbour involve nahi.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,borrowed_phone,gold,classic borrowed phone vs WhatsApp web
ib_v1_000147,p_074,Yaar using Rohit's phone mine is at service. Send 2700 to 9008007006@ybl for the spare. Don't call Rohit he'll get confused.,IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,borrowed_phone,gold,service centre + friend's phone
ib_v1_000148,p_074,"Yaar phone service centre mein hai, yeh mera WhatsApp linked hai. Spare 2700 kal centre pe card se. Rohit ko UPI mat bhejna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,borrowed_phone,gold,service centre + friend's phone
ib_v1_000149,p_075,"Papa shopkeeper ke mobile se bol raha hun. 1400 ka saman uthana hai, unke UPI 1400@okaxis pe bhej do. Main queue mein hun.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,borrowed_phone,gold,shopkeeper phone
ib_v1_000150,p_075,"Papa shop ka 1400 ghar aake mere usual UPI / cash se. Shopkeeper ke mobile pe abhi mat bhejna, bill leke aata hun.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,borrowed_phone,gold,shopkeeper phone
ib_v1_000151,p_076,"Didi salon wali didi ka phone hai, mera bag locker mein. 1800 package UPI salon-temp@paytm. Dryer noise, call disconnect hoga.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,borrowed_phone,gold,salon staff phone
ib_v1_000152,p_076,Didi salon package 1800 reception POS pe. Staff ke personal phone se UPI mat karna. Bag locker mein hi rehne de.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,borrowed_phone,gold,salon staff phone
ib_v1_000153,p_077,"Using intern's phone, mine forgot at home. Need 2100 UPI intern-upi@oksbi for courier collect. Don't email intern, awkward.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,borrowed_phone,gold,intern phone courier
ib_v1_000154,p_077,"Forgot phone at home, sending from laptop WhatsApp. Courier 2100 company account se. Intern ke UPI pe collect mat karna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,borrowed_phone,gold,intern phone courier
ib_v1_000155,p_078,"Bhai cousin ke handset se. 3600 chahiye 3600@ybl pe, mera SIM nahi chal raha. Cousin ko mat ring karna so raha hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,borrowed_phone,gold,cousin handset vs visiting cousin
ib_v1_000156,p_078,"Bhai cousin ke ghar hun but yeh mera number hai. 3600 ki koi emergency nahi, kal usual UPI pe movie tickets settle karenge.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,borrowed_phone,gold,cousin handset vs visiting cousin
ib_v1_000157,p_079,"Guard ke phone se likh raha society gate pe. 800 visitor parking UPI guard-park@paytm. Gate pe wait, tum bahar mat aana.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,borrowed_phone,gold,society guard
ib_v1_000158,p_079,Society parking 800 app se already paid. Guard ke personal UPI pe mat bhejna. Gate pe 5 min mein aa raha hun mere number se.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,borrowed_phone,gold,society guard
ib_v1_000159,p_080,"Mummy relative ke phone se, mera switch off. 2500 for taxi from station 2500@okicici. Relative ko baat mat karna late night hai.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,parent,borrowed_phone,gold,station taxi relative phone
ib_v1_000160,p_080,"Mummy station se taxi 2500 around hogi, ghar aake usual UPI se settle. Relative ke number pe paise mat bhejna, main call kar lunga.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,parent,borrowed_phone,gold,station taxi relative phone
ib_v1_000161,p_081,"Reception phone se, badge printer down. 950 temp UPI print-temp@ybl for vendor. Don't raise IT ticket yet.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,borrowed_phone,gold,reception / vendor
ib_v1_000162,p_081,"Badge printer down, IT ticket daal diya. 950 vendor ko company PO se. Reception UPI nahi. Laptop se likh raha hun.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,borrowed_phone,gold,reception / vendor
ib_v1_000163,p_082,Bhai PG cook ke phone se. Gas khatam 1100 cylinder wale ke UPI 1100@paytm. Cook ko call mat kar subah ki duty hai.,IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,borrowed_phone,gold,PG cook phone
ib_v1_000164,p_082,Bhai cylinder 1100 official booking number se. Cook ke phone pe UPI mat karna. PG group mein already update hai.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,borrowed_phone,gold,PG cook phone
ib_v1_000165,p_083,"Didi roommate ka phone, mera freeze ho gaya. 1700 rent difference 1700@oksbi. Roommate so rahi, disturb mat karna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,sister,borrowed_phone,gold,roommate phone rent
ib_v1_000166,p_083,Didi rent difference 1700 landlord ke listed UPI pe jaise last month. Roommate ke phone / UPI pe mat bhejna. Mera WhatsApp web chal raha.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,sister,borrowed_phone,gold,roommate phone rent
ib_v1_000167,p_084,Yaar cafe ke tablet se login kiya. 1300 bill unke UPI cafe-tab@ybl kyunki wallet fail. Staff ko call mat karna shift change.,IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,friend,borrowed_phone,gold,holdout: cafe tablet
ib_v1_000168,p_084,"Yaar cafe bill 1300 card se ho gaya. Unke tablet UPI pe extra mat bhejna. Mera phone theek hai, photo bhej raha hun.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,friend,borrowed_phone,gold,holdout: cafe tablet
ib_v1_000169,p_085,"Bhai hospital waiting ke public phone se. 2400 pharmacy queue, UPI 2400@paytm public-booth. Announcement ho rahi call mat.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,brother,borrowed_phone,gold,holdout: hospital public phone
ib_v1_000170,p_085,Bhai pharmacy 2400 hospital billed account se. Public booth UPI skip. Waiting area se mere number pe text kar raha hun.,LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,brother,borrowed_phone,gold,holdout: hospital public phone
ib_v1_000171,p_086,"Driver's phone, mine in meeting room. 2800 toll+fuel driver-upi@okaxis. Don't call driver he's on highway.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,colleague,borrowed_phone,gold,holdout: driver phone
ib_v1_000172,p_086,Meeting room se laptop pe likh raha. Toll+fuel 2800 company Fastag / fuel card. Driver UPI nahi. Cab vendor invoice aayega.,LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,colleague,borrowed_phone,gold,holdout: driver phone
ib_v1_000173,p_087,"Yaar 2500 abhi meri personal UPI pe bhej de, client cash nikalna hai. Naya UPI purana block. Manager ko mat bolna, kal return pakka.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,return_tomorrow,gold,workplace split vs new personal UPI + secrecy
ib_v1_000174,p_087,"Yaar jo 2500 lunch+cab split tha, kal subah tere hi GPay pe return kar dunga same number. Thanks for covering today.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,return_tomorrow,gold,workplace split vs new personal UPI + secrecy
ib_v1_000175,p_088,"Bhai 2000 abhi UPI kar de, kal subah return. Yeh naya UPI hai purana block ho gaya. Kisi ko mat bolna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,return_tomorrow,gold,classic return-tomorrow vs known udhaar
ib_v1_000176,p_088,"Bhai jo 2000 udhaar liya tha, kal subah tere hi UPI pe return kar dunga, same ID. Thanks yaar.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,return_tomorrow,gold,classic return-tomorrow vs known udhaar
ib_v1_000177,p_089,"Need 1800 on 1800@ybl now, petty from my side, refund tomorrow 9am. New handle, old UPI KYC failed. Don't put on the group.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,return_tomorrow,gold,petty / KYC failed excuse
ib_v1_000178,p_089,"1800 stationery I'll refund on the office reimbursement tomorrow, your known UPI not needed today. Group mein already noted.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,return_tomorrow,gold,petty / KYC failed excuse
ib_v1_000179,p_090,"Yaar 3200 abhi bhej de 3200@paytm, kal cricket tickets ke paise wapas. Temporary UPI, don't save this number.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,friend,return_tomorrow,gold,tickets; don't-save-number cue
ib_v1_000180,p_090,Yaar cricket tickets 3200 ka mera share kal tere old UPI pe. Temporary number save karne ki zarurat nahi kyunki yeh mera hi hai.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,friend,return_tomorrow,gold,tickets; don't-save-number cue
ib_v1_000181,p_091,"Bhai 1500 UPI now 1500@okicici, milk agency cash. Kal subah reverse. Naya QR, purana SIM issue. Ghar pe mat mention karna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,return_tomorrow,gold,milk agency vs tiny snacks repay
ib_v1_000182,p_091,"Bhai milk 1500 monthly auto hi kat ta hai. Extra UPI ki need nahi, kal jo snacks ka 150 tha woh tere usual pe bhej dunga.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,return_tomorrow,gold,milk agency vs tiny snacks repay
ib_v1_000183,p_092,"Team lunch 4200 I'll reverse tomorrow, send to lunch-temp@oksbi. Old UPI frozen. Skip the expense bot for now.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,return_tomorrow,gold,expense bot vs temp UPI
ib_v1_000184,p_092,Team lunch 4200 expense bot pe split request hai. Temp UPI skip. Tomorrow I'll hit approve on the usual thread.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,return_tomorrow,gold,expense bot vs temp UPI
ib_v1_000185,p_093,"Bhai 6000 abhi 6000@ybl, kal salary aate hi return. Phone number change, yeh backup UPI. Papa ko mat batana.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,return_tomorrow,gold,salary-return story; 6000 vs 600
ib_v1_000186,p_093,"Bhai salary aate hi jo 600 udhaar tha tere known UPI pe bhej dunga. Number change nahi hua, backup UPI mat use karna.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,return_tomorrow,gold,salary-return story; 6000 vs 600
ib_v1_000187,p_094,"Cab for client 2700, UPI cabtemp@paytm now, reverse next morning. Don't cc travel. Handset is temporary.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,return_tomorrow,gold,cab reverse story
ib_v1_000188,p_094,Client cab 2700 Uber business se. Reverse ki zarurat nahi personal pe. Travel already cc'd. Handset same as always.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,return_tomorrow,gold,cab reverse story
ib_v1_000189,p_095,"Printer toner 1100, vendor wants UPI 1100@okaxis now, I'll reimburse tomorrow. New vendor QR, don't tell admin.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,return_tomorrow,gold,vendor toner
ib_v1_000190,p_095,"Printer toner 1100 PO se. Vendor personal QR nahi. Admin already knows, reimburse personal pe kal ki need nahi.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,return_tomorrow,gold,vendor toner
ib_v1_000191,p_096,"Bhai 800 abhi 800@ybl chai+auto, kal wapas. Yeh cousin ka UPI, mera KYC pending. Call pe mat poochna.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,brother,return_tomorrow,gold,amount mismatch tell; cousin UPI
ib_v1_000192,p_096,"Bhai chai+auto 80-100 max, kal cash. Cousin ke UPI pe 800 mat bhejna. KYC mere account pe already done hai.",LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,brother,return_tomorrow,gold,amount mismatch tell; cousin UPI
ib_v1_000193,p_097,"Advance 3500 for demo SIM, return tomorrow 3500@paytm. Temp number from vendor. Keep off email.",IMPERSONATION_SCAM,Hinglish,train,human,,True,whatsapp,scammer,colleague,return_tomorrow,gold,demo SIM
ib_v1_000194,p_097,Demo SIM 3500 vendor invoice se company. Personal Paytm advance nahi. Email pe thread open rakhna audit ke liye.,LEGIT_PERSONAL,Hinglish,train,human,,True,whatsapp,personal,colleague,return_tomorrow,gold,demo SIM
ib_v1_000195,p_098,"Parking 900 now on 900@oksbi, I'll return tomorrow. New UPI because wallet locked. Don't put in standup notes.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,colleague,return_tomorrow,gold,holdout: parking reverse
ib_v1_000196,p_098,"Parking 900 building Fastag / office card. Wallet locked story ignore. Standup mein mention optional, personal UPI nahi.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,colleague,return_tomorrow,gold,holdout: parking reverse
ib_v1_000197,p_099,"Bhai 4500 abhi 4500@ybl, kal UPI reverse pakka. Naya handle, purana dispute mein. Didi ko mat batana.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,brother,return_tomorrow,gold,holdout: 4500 vs 450 + secrecy
ib_v1_000198,p_099,"Bhai 450 jo tune movie ke liye diya, kal tere old handle pe reverse. Dispute kuch nahi, didi ko bata bhi sakte ho.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,brother,return_tomorrow,gold,holdout: 4500 vs 450 + secrecy
ib_v1_000199,p_100,"Yaar 2100 now 2100@paytm I'll send back tomorrow after cash out. Don't save beneficiary, it's a one-time UPI.",IMPERSONATION_SCAM,Hinglish,eval_holdout,human,,True,whatsapp,scammer,friend,return_tomorrow,gold,holdout: don't-save-beneficiary cue
ib_v1_000200,p_100,"Yaar 2100 jo tune already cover kiya, kal tere saved beneficiary pe wapas. One-time UPI banane ki need nahi, yeh mera old ID hai.",LEGIT_PERSONAL,Hinglish,eval_holdout,human,,True,whatsapp,personal,friend,return_tomorrow,gold,holdout: don't-save-beneficiary cue
